20030111,210,6,387
20030112,175,2,286
20030113,152,5,224
20030114,126,2,161
20030115,81,1,111
20030116,116,0,177
20030117,103,2,144
20030118,76,4,103
20030119,64,0,92
20030120,81,2,104
20030121,84,3,108
20030122,62,1,104
20030123,67,1,98
20030124,101,1,153
20030125,90,1,137
20030126,67,1,111
20030127,94,1,133
20030128,71,1,101
20030129,109,1,147
20030130,108,0,157
20030131,72,1,106
20030201,53,0,108
20030202,65,1,128
20030203,81,0,117
20030204,67,2,96
20030205,81,1,94
20030206,85,0,114
20030207,62,0,82
20030208,119,2,185
20030209,75,0,111
20030210,103,0,150
20030211,106,2,140
20030212,86,1,116
20030213,141,1,188
20030214,119,0,158
20030215,115,1,181
20030216,91,0,156
20030217,96,1,142
20030218,88,0,120
20030219,99,0,146
20030220,89,0,129
20030221,111,2,175
20030222,124,2,170
20030223,77,1,129
20030224,92,1,145
20030225,80,2,104
20030226,64,1,83
20030227,95,0,124
20030228,100,1,141
20030301,110,2,161
20030302,78,2,118
20030303,111,3,155
20030304,104,1,154
20030305,79,1,122
20030306,97,0,149
20030307,133,1,194
20030308,126,0,185
20030309,75,0,125
20030310,73,2,105
20030311,98,0,160
20030312,86,0,136
20030313,75,0,109
20030314,103,1,154
20030315,122,4,172
20030316,100,0,171
20030317,128,2,174
20030318,101,2,146
20030319,112,0,144
20030320,130,1,186
20030321,88,0,114
20030322,111,2,162
20030323,95,0,157
20030324,95,3,136
20030325,118,0,157
20030326,94,0,139
20030327,129,1,173
20030328,125,1,178
20030329,123,3,184
20030330,94,0,149
20030331,111,2,141
20030401,133,1,183
20030402,114,1,152
20030403,101,1,130
20030404,125,0,174
20030405,113,2,170
20030406,94,0,152
20030407,158,4,221
20030408,128,0,198
20030409,110,0,150
20030410,114,1,157
20030411,134,1,212
20030412,105,5,146
20030413,103,3,173
20030414,123,2,169
20030415,114,0,158
20030416,99,0,133
20030417,109,3,158
20030418,129,1,178
20030419,155,0,232
20030420,119,3,171
20030421,126,1,179
20030422,113,2,155
20030423,139,2,192
20030424,122,2,174
20030425,148,1,221
20030426,121,2,183
20030427,90,4,137
20030428,133,2,165
20030429,112,3,167
20030430,146,2,178
20030501,136,5,184
20030502,126,0,171
20030503,122,2,174
20030504,94,1,150
20030505,75,0,119
20030506,131,1,163
20030507,145,2,223
20030508,101,1,141
20030509,94,0,127
20030510,118,2,168
20030511,99,2,162
20030512,103,0,146
20030513,115,3,168
20030514,124,1,166
20030515,135,2,188
20030516,111,1,163
20030517,130,0,186
20030518,112,2,198
20030519,110,0,151
20030520,121,2,173
20030521,116,1,161
20030522,102,3,138
20030523,130,1,166
20030524,138,4,211
20030525,126,2,235
20030526,99,2,135
20030527,102,0,142
20030528,123,1,189
20030529,114,0,182
20030530,146,1,226
20030531,173,1,247
20030601,98,1,135
20030602,101,2,128
20030603,96,1,139
20030604,113,1,154
20030605,129,1,189
20030606,111,3,211
20030607,95,0,132
20030608,89,1,152
20030609,128,2,197
20030610,113,2,147
20030611,127,0,184
20030612,137,2,187
20030613,136,3,186
20030614,119,2,158
20030615,94,1,140
20030616,99,0,153
20030617,117,0,164
20030618,99,2,148
20030619,100,2,133
20030620,94,0,129
20030621,129,3,185
20030622,95,0,145
20030623,122,1,192
20030624,142,1,215
20030625,146,3,215
20030626,110,2,153
20030627,131,3,181
20030628,140,2,214
20030629,103,3,150
20030630,119,2,162
20030701,120,0,168
20030702,135,1,182
20030703,139,6,211
20030704,113,0,143
20030705,121,2,183
20030706,78,1,123
20030707,110,3,150
20030708,125,0,158
20030709,147,5,223
20030710,134,2,201
20030711,129,1,168
20030712,110,0,173
20030713,118,1,207
20030714,101,2,127
20030715,122,1,170
20030716,104,1,145
20030717,106,2,170
20030718,143,4,254
20030719,128,1,203
20030720,74,1,115
20030721,100,1,132
20030722,154,0,219
20030723,103,7,134
20030724,99,3,131
20030725,111,4,153
20030726,108,0,164
20030727,97,0,173
20030728,126,2,191
20030729,123,0,182
20030730,92,1,133
20030731,81,0,120
20030801,84,0,98
20030802,98,2,149
20030803,95,2,169
20030804,82,1,114
20030805,85,0,134
20030806,88,2,124
20030807,112,3,175
20030808,110,1,151
20030809,103,2,172
20030810,85,1,120
20030811,110,1,157
20030812,96,1,124
20030813,100,0,142
20030814,115,1,158
20030815,94,0,139
20030816,88,1,139
20030817,65,2,98
20030818,144,2,219
20030819,111,0,148
20030820,151,3,221
20030821,119,1,170
20030822,102,3,138
20030823,136,2,218
20030824,115,0,193
20030825,128,0,194
20030826,115,1,167
20030827,132,0,199
20030828,113,2,157
20030829,106,1,155
20030830,127,1,182
20030831,127,3,201
20030901,119,1,160
20030902,102,0,150
20030903,139,2,184
20030904,98,2,124
20030905,118,0,184
20030906,122,0,174
20030907,133,0,220
20030908,122,2,176
20030909,145,3,195
20030910,83,1,139
20030911,54,6,104
20030912,87,2,156
20030913,76,3,117
20030914,82,4,128
20030915,73,2,95
20030916,92,1,141
20030917,99,0,129
20030918,108,4,158
20030919,105,1,154
20030920,142,0,210
20030921,95,1,131
20030922,127,2,178
20030923,122,0,177
20030924,120,1,177
20030925,116,1,147
20030926,119,4,150
20030927,116,3,159
20030928,81,0,116
20030929,114,3,162
20030930,106,3,159
20031001,127,3,173
20031002,126,1,178
20031003,111,0,175
20031004,120,2,155
20031005,87,0,125
20031006,107,1,159
20031007,107,0,137
20031008,133,0,188
20031009,131,2,184
20031010,108,0,139
20031011,133,1,219
20031012,90,2,151
20031013,127,1,183
20031014,119,0,183
20031015,127,3,170
20031016,100,2,134
20031017,122,3,148
20031018,127,0,174
20031019,95,3,171
20031020,105,2,143
20031021,121,2,171
20031022,132,1,176
20031023,114,0,168
20031024,112,4,141
20031025,131,1,219
20031026,92,4,147
20031027,124,3,192
20031028,138,1,205
20031029,113,0,164
20031030,121,2,163
20031031,121,4,154
20031101,128,2,183
20031102,90,0,146
20031103,118,3,148
20031104,110,3,148
20031105,102,2,146
20031106,115,1,149
20031107,162,1,237
20031108,180,1,262
20031109,73,0,99
20031110,89,0,111
20031111,115,0,171
20031112,116,2,147
20031113,107,2,162
20031114,91,1,137
20031115,121,1,196
20031116,83,1,150
20031117,99,0,142
20031118,112,0,157
20031119,111,1,149
20031120,109,2,156
20031121,114,0,151
20031122,128,0,181
20031123,87,0,135
20031124,107,0,148
20031125,102,1,159
20031126,126,1,191
20031127,148,2,203
20031128,141,3,198
20031129,143,4,211
20031130,87,1,172
20031201,89,1,118
20031202,108,1,158
20031203,85,4,124
20031204,99,1,151
20031205,133,4,225
20031206,129,2,180
20031207,94,1,147
20031208,108,2,162
20031209,101,2,146
20031210,108,1,154
20031211,107,0,147
20031212,83,0,120
20031213,122,0,177
20031214,103,1,169
20031215,95,0,132
20031216,95,4,121
20031217,113,1,171
20031218,76,0,100
20031219,105,3,146
20031220,101,1,142
20031221,73,0,115
20031222,121,1,170
20031223,107,1,141
20031224,96,0,117
20031225,83,0,121
20031226,88,2,117
20031227,85,2,126
20031228,75,3,114
20031229,94,2,122
20031230,95,2,121
20031231,100,0,166
20040101,55,2,100
20040102,105,0,148
20040103,95,0,153
20040104,65,1,108
20040105,92,2,108
20040106,75,2,103
20040107,87,2,118
20040108,102,0,138
20040109,90,0,135
20040110,106,0,159
20040111,77,2,144
20040112,73,2,94
20040113,128,0,177
20040114,187,2,316
20040115,180,2,278
20040116,143,4,206
20040117,121,1,189
20040118,77,1,126
20040119,123,0,180
20040120,120,3,171
20040121,178,0,285
20040122,188,3,468
20040123,167,1,333
20040124,173,4,324
20040125,138,1,250
20040126,151,2,278
20040127,174,4,255
20040128,161,0,236
20040129,151,1,232
20040130,143,4,208
20040131,211,0,363
20040201,141,2,255
20040202,91,1,127
20040203,107,6,165
20040204,143,1,215
20040205,115,4,157
20040206,148,2,246
20040207,143,0,244
20040208,113,1,194
20040209,100,1,138
20040210,136,4,189
20040211,158,2,247
20040212,135,3,203
20040213,142,1,252
20040214,125,5,187
20040215,69,1,104
20040216,86,0,125
20040217,84,0,119
20040218,83,3,120
20040219,82,1,107
20040220,99,0,152
20040221,124,5,197
20040222,70,3,100
20040223,92,0,126
20040224,69,1,93
20040225,94,0,118
20040226,94,2,116
20040227,91,2,136
20040228,97,2,135
20040229,87,2,121
20040301,77,3,107
20040302,82,0,115
20040303,92,2,129
20040304,99,1,142
20040305,87,0,134
20040306,65,1,84
20040307,72,1,123
20040308,103,0,151
20040309,103,1,133
20040310,85,0,132
20040311,99,3,127
20040312,102,1,135
20040313,100,1,136
20040314,91,0,160
20040315,97,2,119
20040316,112,1,163
20040317,111,1,161
20040318,97,0,131
20040319,93,2,111
20040320,98,3,113
20040321,88,0,129
20040322,84,0,124
20040323,91,0,140
20040324,108,0,143
20040325,107,0,131
20040326,121,0,177
20040327,106,1,145
20040328,105,4,176
20040329,92,1,131
20040330,122,1,158
20040331,106,0,153
20040401,124,1,184
20040402,138,0,207
20040403,107,3,167
20040404,72,0,120
20040405,75,2,118
20040406,83,1,102
20040407,100,1,132
20040408,103,1,133
20040409,99,3,127
20040410,130,0,180
20040411,97,1,138
20040412,104,2,130
20040413,105,3,143
20040414,109,2,141
20040415,101,2,125
20040416,102,0,132
20040417,111,3,152
20040418,85,0,138
20040419,109,0,151
20040420,92,1,136
20040421,93,0,126
20040422,97,0,126
20040423,125,3,180
20040424,122,1,186
20040425,69,1,114
20040426,124,0,190
20040427,147,2,236
20040428,116,0,155
20040429,88,0,109
20040430,97,1,120
20040501,114,2,166
20040502,105,2,163
20040503,119,3,171
20040504,128,2,170
20040505,115,3,162
20040506,94,1,129
20040507,84,0,115
20040508,114,1,153
20040509,116,1,186
20040510,100,0,155
20040511,102,0,146
20040512,112,1,140
20040513,105,0,127
20040514,117,1,164
20040515,132,1,188
20040516,93,1,124
20040517,95,0,128
20040518,106,1,162
20040519,107,1,156
20040520,148,3,216
20040521,155,1,223
20040522,108,0,160
20040523,83,0,143
20040524,102,1,138
20040525,125,2,174
20040526,95,0,134
20040527,115,1,174
20040528,108,0,169
20040529,114,2,161
20040530,69,1,117
20040531,102,0,160
20040601,113,2,150
20040602,107,1,160
20040603,107,1,166
20040604,136,3,191
20040605,117,0,180
20040606,103,1,147
20040607,92,0,150
20040608,84,2,113
20040609,110,1,140
20040610,123,3,171
20040611,121,3,173
20040612,104,1,152
20040613,106,2,173
20040614,107,1,163
20040615,108,1,166
20040616,109,2,143
20040617,147,0,211
20040618,136,2,177
20040619,157,1,265
20040620,87,1,173
20040621,102,2,149
20040622,121,2,191
20040623,107,0,151
20040624,107,0,141
20040625,116,0,157
20040626,125,1,180
20040627,108,1,162
20040628,95,0,119
20040629,101,0,139
20040630,87,1,111
20040701,123,0,184
20040702,137,3,190
20040703,122,0,191
20040704,126,3,214
20040705,114,1,147
20040706,103,2,149
20040707,109,1,160
20040708,105,2,156
20040709,114,0,154
20040710,109,1,143
20040711,95,0,207
20040712,123,2,187
20040713,127,0,165
20040714,96,1,139
20040715,119,2,177
20040716,143,1,217
20040717,113,1,182
20040718,70,0,112
20040719,103,1,142
20040720,107,1,178
20040721,110,4,156
20040722,119,3,170
20040723,117,0,168
20040724,104,3,140
20040725,91,0,131
20040726,96,3,135
20040727,108,1,158
20040728,102,0,136
20040729,103,0,140
20040730,145,2,206
20040731,99,1,153
20040801,92,4,147
20040802,95,1,142
20040803,91,0,130
20040804,122,4,179
20040805,104,1,150
20040806,113,0,156
20040807,90,0,181
20040808,90,4,137
20040809,107,2,155
20040810,98,1,131
20040811,107,1,137
20040812,99,1,139
20040813,117,0,164
20040814,102,2,135
20040815,75,1,124
20040816,124,1,196
20040817,109,2,183
20040818,122,2,174
20040819,105,1,159
20040820,98,3,130
20040821,103,0,167
20040822,64,0,112
20040823,80,1,117
20040824,104,0,135
20040825,92,1,143
20040826,128,3,177
20040827,104,3,146
20040828,99,4,137
20040829,80,3,118
20040830,94,1,148
20040831,105,2,146
20040901,116,1,176
20040902,95,1,121
20040903,108,1,163
20040904,104,2,147
20040905,72,2,109
20040906,115,1,165
20040907,128,1,188
20040908,94,1,123
20040909,107,0,153
20040910,114,1,151
20040911,162,3,245
20040912,105,1,173
20040913,108,1,146
20040914,120,1,165
20040915,115,0,164
20040916,132,1,210
20040917,143,1,187
20040918,131,0,170
20040919,102,1,163
20040920,107,2,145
20040921,108,1,155
20040922,109,2,148
20040923,103,1,162
20040924,103,1,141
20040925,125,0,183
20040926,77,0,117
20040927,60,2,102
20040928,50,0,90
20040929,56,1,101
20040930,102,0,158
20041001,101,2,143
20041002,87,1,126
20041003,87,2,131
20041004,98,0,135
20041005,99,1,145
20041006,106,3,143
20041007,90,1,142
20041008,116,2,162
20041009,112,1,154
20041010,76,1,122
20041011,90,1,129
20041012,135,0,208
20041013,118,0,156
20041014,96,1,133
20041015,117,1,169
20041016,107,2,169
20041017,62,1,115
20041018,88,0,119
20041019,119,1,155
20041020,113,3,156
20041021,101,3,142
20041022,124,3,175
20041023,136,2,217
20041024,86,1,131
20041025,90,2,114
20041026,99,3,122
20041027,91,2,116
20041028,95,1,136
20041029,103,1,131
20041030,117,1,167
20041031,75,2,111
20041101,142,1,207
20041102,106,1,142
20041103,120,1,190
20041104,98,1,134
20041105,130,2,189
20041106,105,0,143
20041107,88,1,142
20041108,87,4,113
20041109,90,2,125
20041110,115,2,194
20041111,110,0,176
20041112,102,2,138
20041113,84,0,118
20041114,89,2,127
20041115,102,2,152
20041116,114,2,159
20041117,102,0,152
20041118,105,1,150
20041119,98,0,137
20041120,110,0,171
20041121,85,1,126
20041122,99,1,133
20041123,97,3,130
20041124,94,3,131
20041125,109,0,150
20041126,157,3,237
20041127,105,0,153
20041128,72,3,100
20041129,99,0,137
20041130,88,1,117
20041201,102,0,167
20041202,100,1,154
20041203,108,0,157
20041204,113,3,180
20041205,90,0,152
20041206,86,0,135
20041207,92,1,118
20041208,81,0,114
20041209,99,1,141
20041210,122,2,175
20041211,111,1,180
20041212,90,1,136
20041213,81,0,109
20041214,71,2,113
20041215,103,2,160
20041216,86,1,124
20041217,107,5,163
20041218,87,0,122
20041219,70,1,116
20041220,81,2,109
20041221,107,4,138
20041222,97,0,130
20041223,87,0,140
20041224,106,1,159
20041225,88,1,144
20041226,76,0,135
20041227,89,1,112
20041228,105,1,153
20041229,82,1,122
20041230,97,2,132
20041231,88,2,124
20050101,63,2,124
20050102,52,1,76
20050103,71,3,110
20050104,76,0,107
20050105,73,2,98
20050106,84,2,112
20050107,80,1,105
20050108,98,3,149
20050109,85,0,159
20050110,92,1,151
20050111,94,0,153
20050112,105,1,159
20050113,93,0,134
20050114,78,0,122
20050115,123,2,185
20050116,137,1,289
20050117,140,1,211
20050118,109,0,161
20050119,108,2,145
20050120,99,0,153
20050121,85,1,115
20050122,107,1,178
20050123,78,1,173
20050124,84,1,111
20050125,85,1,118
20050126,82,0,118
20050127,88,2,126
20050128,92,1,134
20050129,111,0,187
20050130,81,0,131
20050131,83,1,117
20050201,76,0,111
20050202,115,1,163
20050203,89,0,147
20050204,97,2,136
20050205,99,3,169
20050206,71,0,96
20050207,63,0,89
20050208,61,0,100
20050209,39,0,83
20050210,33,0,65
20050211,56,1,71
20050212,58,1,86
20050213,51,2,85
20050214,65,2,74
20050215,124,4,193
20050216,122,2,169
20050217,102,2,173
20050218,89,3,129
20050219,118,1,201
20050220,81,1,157
20050221,94,3,123
20050222,93,1,140
20050223,76,0,99
20050224,88,1,120
20050225,92,2,134
20050226,111,1,149
20050227,84,0,139
20050228,89,2,108
20050301,95,2,158
20050302,113,1,173
20050303,106,0,147
20050304,106,1,143
20050305,84,1,120
20050306,84,2,127
20050307,101,0,165
20050308,94,1,131
20050309,109,1,165
20050310,107,1,146
20050311,86,1,111
20050312,117,0,162
20050313,87,1,141
20050314,86,1,123
20050315,87,1,122
20050316,90,0,135
20050317,117,2,154
20050318,114,0,142
20050319,95,1,138
20050320,71,1,110
20050321,101,0,129
20050322,125,1,172
20050323,84,2,102
20050324,82,3,96
20050325,105,3,138
20050326,97,0,157
20050327,83,3,115
20050328,83,2,119
20050329,98,0,133
20050330,100,1,141
20050331,93,2,120
20050401,107,0,175
20050402,109,0,170
20050403,96,0,171
20050404,110,2,145
20050405,89,1,140
20050406,99,1,147
20050407,96,1,140
20050408,106,2,144
20050409,158,2,231
20050410,132,2,218
20050411,92,0,119
20050412,95,2,133
20050413,107,3,154
20050414,112,2,146
20050415,121,0,174
20050416,103,1,153
20050417,102,2,154
20050418,93,4,134
20050419,161,3,235
20050420,120,0,182
20050421,95,1,124
20050422,125,1,179
20050423,98,0,157
20050424,91,1,138
20050425,106,0,160
20050426,104,1,166
20050427,110,1,160
20050428,109,1,141
20050429,116,0,156
20050430,125,2,215
20050501,96,0,149
20050502,100,2,149
20050503,114,4,163
20050504,134,1,185
20050505,127,4,191
20050506,132,0,200
20050507,109,2,167
20050508,80,1,145
20050509,88,1,114
20050510,122,3,166
20050511,131,0,179
20050512,118,0,180
20050513,118,1,141
20050514,111,2,146
20050515,88,0,148
20050516,102,1,119
20050517,115,0,164
20050518,144,2,222
20050519,105,0,151
20050520,114,4,139
20050521,120,2,213
20050522,101,1,182
20050523,88,0,144
20050524,93,0,132
20050525,106,0,142
20050526,96,2,132
20050527,118,4,166
20050528,103,1,158
20050529,80,1,127
20050530,96,0,139
20050531,130,2,189
20050601,111,0,151
20050602,89,1,117
20050603,96,2,132
20050604,119,0,174
20050605,80,1,131
20050606,72,3,120
20050607,93,1,126
20050608,108,0,157
20050609,90,0,109
20050610,159,1,219
20050611,104,2,221
20050612,83,4,135
20050613,87,2,122
20050614,124,0,160
20050615,110,0,174
20050616,103,2,147
20050617,122,0,178
20050618,106,3,179
20050619,86,2,128
20050620,90,0,115
20050621,123,1,164
20050622,83,3,117
20050623,119,2,163
20050624,104,1,135
20050625,112,1,172
20050626,108,0,171
20050627,131,2,195
20050628,107,0,151
20050629,126,3,184
20050630,106,0,166
20050701,128,2,194
20050702,122,0,183
20050703,92,1,160
20050704,113,1,161
20050705,100,0,149
20050706,97,0,134
20050707,101,2,143
20050708,118,2,176
20050709,154,3,261
20050710,92,3,144
20050711,99,0,129
20050712,119,4,165
20050713,108,1,148
20050714,115,3,159
20050715,120,1,216
20050716,119,2,151
20050717,95,0,146
20050718,95,1,139
20050719,104,2,149
20050720,106,1,159
20050721,111,1,189
20050722,122,0,189
20050723,90,2,144
20050724,86,1,138
20050725,103,1,142
20050726,108,1,162
20050727,101,2,153
20050728,154,5,231
20050729,102,2,143
20050730,111,3,159
20050731,77,2,105
20050801,122,1,179
20050802,78,0,107
20050803,106,0,161
20050804,113,3,166
20050805,109,2,161
20050806,89,0,148
20050807,74,4,116
20050808,101,3,143
20050809,98,2,127
20050810,122,2,181
20050811,121,4,181
20050812,121,1,180
20050813,108,0,185
20050814,84,1,151
20050815,88,1,160
20050816,129,2,179
20050817,110,0,159
20050818,108,4,152
20050819,128,2,181
20050820,126,1,184
20050821,81,3,129
20050822,106,2,138
20050823,115,2,189
20050824,125,1,190
20050825,152,0,228
20050826,128,2,176
20050827,83,0,122
20050828,81,1,125
20050829,110,1,150
20050830,101,5,148
20050831,111,2,150
20050901,109,4,163
20050902,111,4,155
20050903,112,2,162
20050904,83,0,129
20050905,128,2,177
20050906,119,1,169
20050907,128,2,206
20050908,115,2,183
20050909,159,5,202
20050910,134,1,228
20050911,87,2,144
20050912,110,1,147
20050913,157,0,228
20050914,134,0,177
20050915,132,4,196
20050916,122,1,165
20050917,105,1,196
20050918,61,1,106
20050919,64,1,93
20050920,83,3,110
20050921,128,1,174
20050922,116,2,157
20050923,103,2,144
20050924,110,1,160
20050925,84,1,124
20050926,108,2,142
20050927,140,3,235
20050928,122,1,169
20050929,106,0,145
20050930,178,3,274
20051001,137,2,204
20051002,85,1,132
20051003,90,0,154
20051004,124,1,179
20051005,112,0,148
20051006,96,0,131
20051007,104,2,153
20051008,117,2,175
20051009,107,3,150
20051010,91,1,110
20051011,108,0,179
20051012,114,1,158
20051013,114,1,156
20051014,126,1,189
20051015,152,1,228
20051016,102,0,168
20051017,98,1,146
20051018,125,1,178
20051019,96,2,145
20051020,92,2,136
20051021,135,0,194
20051022,118,2,167
20051023,96,0,179
20051024,89,0,139
20051025,125,2,183
20051026,91,1,150
20051027,101,1,145
20051028,111,1,172
20051029,116,3,206
20051030,83,0,128
20051031,107,2,157
