region,ym,d,minTemp,maxTemp,weather
광주,200504,18,12.0,26.0,구름조금
광주,200504,19,12.0,24.0,구름많음/비
광주,200504,20,9.0,17.0,구름조금/황사/비
광주,200504,21,9.0,17.0,구름조금
광주,200504,22,7.0,19.0,맑음
광주,200504,23,7.0,21.0,맑음
광주,200504,24,9.0,23.0,구름조금
광주,200504,25,9.0,21.0,구름조금
광주,200504,26,9.0,24.0,맑음
광주,200504,27,9.0,27.0,맑음
광주,200504,28,13.0,27.0,구름조금
광주,200504,29,16.0,29.0,구름조금/안개
광주,200504,30,18.0,25.0,흐림/비
광주,200505,1,17.0,26.0,흐림/비
광주,200505,2,14.0,26.0,구름조금/안개
광주,200505,3,10.0,28.0,맑음
광주,200505,4,11.0,29.0,맑음
광주,200505,5,17.0,23.0,흐림/비
광주,200505,6,11.0,19.0,흐림/비
광주,200505,7,10.0,20.0,구름많음
광주,200505,8,12.0,22.0,구름많음
광주,200505,9,8.0,20.0,맑음
광주,200505,10,8.0,22.0,맑음
광주,200505,11,10.0,24.0,구름많음/비
광주,200505,12,11.0,20.0,구름조금/비
광주,200505,13,9.0,24.0,구름조금
광주,200505,14,14.0,25.0,구름조금
광주,200505,15,12.0,28.0,맑음
광주,200505,16,14.0,27.0,구름조금
광주,200505,17,17.0,24.0,흐림/비
광주,200505,18,12.0,19.0,구름많음/비
광주,200505,19,10.0,26.0,맑음
광주,200505,20,13.0,25.0,맑음
광주,200505,21,12.0,23.0,구름많음
광주,200505,22,16.0,24.0,구름많음
광주,200505,23,14.0,23.0,구름조금
광주,200505,24,11.0,24.0,구름조금
광주,200505,25,12.0,25.0,구름조금
광주,200505,26,14.0,28.0,구름조금
광주,200505,27,14.0,30.0,구름조금
광주,200505,28,18.0,29.0,구름많음/소나기/안개/천둥번개
광주,200505,29,16.0,30.0,맑음/안개
광주,200505,30,16.0,29.0,구름조금/안개
광주,200505,31,15.0,30.0,구름조금
광주,200506,1,17.0,25.0,흐림/천둥번개/비
광주,200506,2,17.0,25.0,구름많음/비
광주,200506,3,17.0,27.0,구름조금/안개
광주,200506,4,15.0,26.0,구름조금
광주,200506,5,17.0,28.0,구름조금/안개
광주,200506,6,17.0,29.0,구름조금/안개
광주,200506,7,19.0,28.0,구름많음
광주,200506,8,20.0,30.0,구름조금
광주,200506,9,19.0,31.0,구름많음/안개
광주,200506,10,19.0,24.0,흐림/비
광주,200506,11,19.0,29.0,구름조금/비
광주,200506,12,18.0,30.0,맑음/안개
광주,200506,13,19.0,31.0,맑음/안개
광주,200506,14,20.0,32.0,구름조금
광주,200506,15,19.0,26.0,흐림
광주,200506,16,19.0,29.0,구름조금
광주,200506,17,20.0,29.0,구름많음/안개
광주,200506,18,20.0,30.0,구름조금
광주,200506,19,19.0,28.0,구름조금/안개
광주,200506,20,20.0,31.0,구름조금
광주,200506,21,20.0,32.0,구름조금
광주,200506,22,21.0,32.0,구름조금
광주,200506,23,21.0,33.0,맑음
광주,200506,24,21.0,33.0,맑음/안개
광주,200506,25,21.0,32.0,맑음/안개
광주,200506,26,24.0,28.0,흐림/비
광주,200506,27,24.0,27.0,흐림/안개/비
광주,200506,28,23.0,25.0,흐림/비
광주,200506,29,24.0,29.0,흐림/안개/비
광주,200506,30,24.0,30.0,흐림/천둥번개/비
광주,200507,1,24.0,25.0,흐림/소나기/안개/천둥번개
광주,200507,2,24.0,27.0,흐림/안개/비
광주,200507,3,24.0,28.0,흐림/소나기/안개
광주,200507,4,22.0,28.0,흐림/비
광주,200507,5,21.0,26.0,흐림/비
광주,200507,6,21.0,28.0,구름많음/안개
광주,200507,7,23.0,31.0,구름많음
광주,200507,8,22.0,29.0,흐림/비
광주,200507,9,21.0,26.0,흐림/안개/비
광주,200507,10,22.0,28.0,흐림/비
광주,200507,11,21.0,27.0,흐림/비
광주,200507,12,20.0,29.0,구름많음/비
광주,200507,13,21.0,30.0,흐림/비
광주,200507,14,22.0,32.0,구름많음
광주,200507,15,23.0,31.0,흐림/안개/비
광주,200507,16,24.0,31.0,흐림/비
광주,200507,17,24.0,32.0,구름많음
광주,200507,18,24.0,34.0,구름조금
광주,200507,19,24.0,34.0,구름조금
광주,200507,20,24.0,33.0,구름조금/안개
광주,200507,21,24.0,35.0,구름조금/안개
광주,200507,22,24.0,36.0,구름조금/안개
광주,200507,23,26.0,35.0,구름조금/안개
광주,200507,24,25.0,34.0,구름많음/소나기/안개
광주,200507,25,26.0,34.0,구름많음/안개
광주,200507,26,25.0,34.0,구름많음/안개
광주,200507,27,24.0,33.0,구름많음/안개
광주,200507,28,24.0,28.0,흐림/비
광주,200507,29,22.0,28.0,흐림/안개/비
광주,200507,30,20.0,33.0,구름많음/안개/비
광주,200507,31,25.0,34.0,구름많음/안개/비
광주,200508,1,23.0,29.0,흐림/비
광주,200508,2,23.0,29.0,흐림/비
광주,200508,3,25.0,32.0,구름많음/비
광주,200508,4,27.0,33.0,구름조금
광주,200508,5,25.0,35.0,맑음
광주,200508,6,25.0,35.0,구름조금
광주,200508,7,24.0,31.0,흐림/비
광주,200508,8,25.0,32.0,흐림/소나기
광주,200508,9,26.0,31.0,구름많음/비
광주,200508,10,26.0,30.0,흐림/비
광주,200508,11,25.0,30.0,흐림/안개/비
광주,200508,12,26.0,33.0,구름많음
광주,200508,13,26.0,33.0,구름조금
광주,200508,14,26.0,33.0,구름많음
광주,200508,15,26.0,31.0,구름많음/소나기
광주,200508,16,24.0,35.0,구름조금/안개
광주,200508,17,22.0,35.0,구름많음/소나기/안개/천둥번개
광주,200508,18,23.0,32.0,구름많음/소나기
광주,200508,19,23.0,26.0,흐림/소나기
광주,200508,20,21.0,26.0,흐림/비
광주,200508,21,22.0,29.0,흐림/소나기
광주,200508,22,22.0,27.0,흐림/비
광주,200508,23,21.0,31.0,구름많음
광주,200508,24,20.0,26.0,흐림/비
광주,200508,25,20.0,27.0,흐림/비
광주,200508,26,20.0,28.0,구름많음/비
광주,200508,27,20.0,29.0,구름조금/안개
광주,200508,28,19.0,29.0,맑음/안개
광주,200508,29,19.0,30.0,구름조금/안개
광주,200508,30,20.0,24.0,흐림/비
광주,200508,31,20.0,31.0,구름많음
광주,200509,1,22.0,32.0,구름많음/소나기/안개
광주,200509,2,22.0,32.0,구름많음
광주,200509,3,23.0,30.0,구름많음
광주,200509,4,21.0,29.0,구름많음/비
광주,200509,5,20.0,28.0,구름조금
광주,200509,6,22.0,27.0,흐림
광주,200509,7,19.0,30.0,맑음
광주,200509,8,20.0,30.0,구름많음
광주,200509,9,22.0,29.0,구름많음
광주,200509,10,23.0,28.0,흐림/안개
광주,200509,11,23.0,31.0,구름많음/소나기
광주,200509,12,23.0,32.0,구름많음
광주,200509,13,21.0,30.0,구름많음/비
광주,200509,14,20.0,27.0,구름조금
광주,200509,15,18.0,28.0,구름조금
광주,200509,16,19.0,28.0,구름조금
광주,200509,17,23.0,31.0,구름많음
광주,200509,18,22.0,26.0,흐림/비
광주,200509,19,20.0,26.0,흐림/안개/비
광주,200509,20,20.0,29.0,흐림/비
광주,200509,21,20.0,24.0,흐림/비
광주,200509,22,18.0,22.0,흐림/안개/비
광주,200509,23,18.0,26.0,흐림/안개
광주,200509,24,18.0,28.0,구름많음
광주,200509,25,17.0,26.0,구름많음
광주,200509,26,19.0,27.0,구름조금
광주,200509,27,17.0,22.0,구름많음
광주,200509,28,16.0,27.0,구름조금
광주,200509,29,15.0,27.0,구름많음
광주,200509,30,20.0,26.0,흐림/비
광주,200510,1,21.0,28.0,흐림/안개/비
광주,200510,2,17.0,24.0,흐림/비
광주,200510,3,15.0,25.0,구름많음
광주,200510,4,12.0,20.0,흐림/비
광주,200510,5,13.0,21.0,구름많음
광주,200510,6,10.0,26.0,구름조금
광주,200510,7,16.0,18.0,흐림/비
광주,200510,8,14.0,23.0,구름조금/안개
광주,200510,9,11.0,23.0,구름조금
광주,200510,10,13.0,25.0,구름조금
광주,200510,11,13.0,24.0,맑음
광주,200510,12,12.0,26.0,맑음
광주,200510,13,15.0,26.0,구름조금
광주,200510,14,12.0,21.0,구름많음
광주,200510,15,11.0,21.0,맑음
광주,200510,16,9.0,23.0,맑음
광주,200510,17,9.0,23.0,맑음
광주,200510,18,11.0,22.0,맑음/안개
광주,200510,19,9.0,24.0,구름조금/안개
광주,200510,20,12.0,23.0,구름조금/안개
광주,200510,21,12.0,17.0,흐림/안개/비
광주,200510,22,7.0,14.0,맑음
광주,200510,23,4.0,18.0,구름조금
광주,200510,24,7.0,20.0,구름조금/안개
광주,200510,25,9.0,20.0,구름많음/안개
광주,200510,26,9.0,23.0,구름조금/안개
광주,200510,27,9.0,23.0,맑음/안개
광주,200510,28,12.0,19.0,구름많음/안개/비
광주,200510,29,9.0,17.0,구름많음
광주,200510,30,7.0,14.0,구름많음/비
광주,200510,31,6.0,17.0,맑음
광주,200511,1,5.0,19.0,맑음
광주,200511,2,7.0,19.0,구름조금/안개
광주,200511,3,11.0,24.0,구름조금
광주,200511,4,11.0,25.0,구름조금/안개/비
광주,200511,5,15.0,22.0,구름많음/비
광주,200511,6,12.0,20.0,구름많음/안개/비
광주,200511,7,10.0,18.0,맑음
광주,200511,8,8.0,17.0,맑음/비
광주,200511,9,6.0,17.0,구름조금/안개
광주,200511,10,7.0,22.0,구름조금
광주,200511,11,11.0,16.0,흐림/안개/비
광주,200511,12,6.0,19.0,맑음
광주,200511,13,5.0,19.0,구름조금
광주,200511,14,4.0,13.0,구름많음
광주,200511,15,3.0,11.0,맑음
광주,200511,16,1.0,10.0,맑음
광주,200511,17,1.0,11.0,맑음
광주,200511,18,2.0,11.0,구름조금
광주,200511,19,1.0,10.0,구름조금
광주,200511,20,-2.0,11.0,맑음
광주,200511,21,0.0,13.0,구름조금
광주,200511,22,4.0,12.0,구름조금
광주,200511,23,1.0,12.0,구름많음/안개/비
광주,200511,24,5.0,15.0,맑음/안개/비
광주,200511,25,2.0,16.0,맑음/안개
광주,200511,26,3.0,16.0,구름조금/안개
광주,200511,27,7.0,15.0,구름조금/안개/비
광주,200511,28,3.0,16.0,구름많음/안개/비
광주,200511,29,6.0,11.0,구름조금
광주,200511,30,4.0,12.0,맑음
광주,200512,1,2.0,15.0,구름조금
광주,200512,2,1.0,10.0,구름조금
광주,200512,3,0.0,8.0,구름많음
광주,200512,4,-3.0,5.0,흐림/눈
광주,200512,5,-4.0,2.0,구름많음/눈
광주,200512,6,-6.0,5.0,구름많음/눈
광주,200512,7,-3.0,4.0,구름많음/안개/눈
광주,200512,8,-1.0,3.0,구름많음/눈
광주,200512,9,-2.0,6.0,구름조금
광주,200512,10,-1.0,5.0,구름많음/안개
광주,200512,11,-4.0,1.0,구름조금
광주,200512,12,-5.0,0.0,구름많음/눈
광주,200512,13,-7.0,1.0,구름많음/눈
광주,200512,14,-6.0,3.0,구름조금/눈
광주,200512,15,-3.0,2.0,구름많음/눈
광주,200512,16,-2.0,4.0,구름많음/눈
광주,200512,17,-8.0,1.0,구름많음/눈
광주,200512,18,-11.0,0.0,구름조금
광주,200512,19,-5.0,6.0,맑음/안개
광주,200512,20,-6.0,4.0,구름조금
광주,200512,21,-6.0,0.0,흐림/눈
광주,200512,22,-7.0,-1.0,구름많음/눈
광주,200512,23,-3.0,5.0,구름많음/안개/눈
광주,200512,24,-5.0,3.0,맑음
광주,200512,25,-8.0,4.0,구름조금
광주,200512,26,-5.0,1.0,맑음
광주,200512,27,-6.0,2.0,맑음
광주,200512,28,-9.0,3.0,구름조금
광주,200512,29,-8.0,4.0,구름조금
광주,200512,30,-5.0,5.0,구름많음/안개
광주,200512,31,-1.0,8.0,구름많음/안개
광주,200601,1,-2.0,5.0,구름많음/안개
광주,200601,2,1.0,7.0,구름많음/안개
광주,200601,3,-1.0,5.0,구름많음
광주,200601,4,-4.0,0.0,흐림
광주,200601,5,-7.0,-1.0,구름많음
광주,200601,6,-5.0,1.0,구름많음/눈
광주,200601,7,-6.0,0.0,구름조금/눈
광주,200601,8,-4.0,4.0,구름조금
광주,200601,9,-3.0,5.0,구름많음
광주,200601,10,-2.0,7.0,맑음/안개
광주,200601,11,-4.0,8.0,맑음/안개
광주,200601,12,-2.0,12.0,구름많음
광주,200601,13,6.0,12.0,흐림/안개/비
광주,200601,14,3.0,7.0,흐림/안개
광주,200601,15,3.0,8.0,흐림/안개
광주,200601,16,1.0,4.0,흐림/안개/비
광주,200601,17,0.0,10.0,구름많음
광주,200601,18,3.0,10.0,구름많음
광주,200601,19,1.0,9.0,흐림/안개
광주,200601,20,1.0,9.0,구름많음
광주,200601,21,-1.0,8.0,구름조금/안개
광주,200601,22,-2.0,6.0,맑음
광주,200601,23,-6.0,4.0,맑음
광주,200601,24,-5.0,6.0,맑음
광주,200601,25,-3.0,7.0,구름조금
광주,200601,26,-3.0,7.0,구름조금/안개
광주,200601,27,-2.0,8.0,맑음/안개
광주,200601,28,-4.0,12.0,맑음/안개
광주,200601,29,1.0,14.0,구름조금
광주,200601,30,5.0,12.0,흐림/안개/비
광주,200601,31,5.0,12.0,흐림/안개/비
광주,200602,1,0.0,5.0,구름많음/비
광주,200602,2,-1.0,6.0,구름많음
광주,200602,3,-9.0,0.0,구름조금
광주,200602,4,-11.0,0.0,맑음
광주,200602,5,-7.0,3.0,구름많음/눈
광주,200602,6,-2.0,6.0,흐림/안개/눈
광주,200602,7,-2.0,3.0,흐림/눈
광주,200602,8,-5.0,0.0,구름많음/눈
광주,200602,9,-6.0,3.0,구름조금
광주,200602,10,-2.0,5.0,흐림/안개
광주,200602,11,2.0,8.0,구름조금/안개
광주,200602,12,-3.0,7.0,맑음
광주,200602,13,-4.0,15.0,맑음
광주,200602,14,7.0,12.0,흐림/안개/비
광주,200602,15,4.0,8.0,흐림/안개/비
광주,200602,16,0.0,9.0,구름많음/비
광주,200602,17,-4.0,1.0,맑음
광주,200602,18,-5.0,7.0,구름조금
광주,200602,19,-3.0,10.0,구름많음
광주,200602,20,-1.0,13.0,구름조금/안개
광주,200602,21,0.0,15.0,구름조금/안개
광주,200602,22,0.0,8.0,흐림/안개/비
광주,200602,23,-2.0,11.0,구름조금
광주,200602,24,1.0,16.0,구름조금
광주,200602,25,3.0,13.0,흐림/비
광주,200602,26,-1.0,8.0,구름조금/비
광주,200602,27,-4.0,9.0,구름조금
광주,200602,28,2.0,9.0,흐림/비
광주,200603,1,0.0,5.0,흐림/안개/눈
광주,200603,2,-1.0,5.0,구름많음/눈
광주,200603,3,-3.0,7.0,맑음
광주,200603,4,-3.0,15.0,맑음
광주,200603,5,8.0,18.0,구름많음/안개
광주,200603,6,8.0,19.0,구름많음/안개
광주,200603,7,7.0,18.0,구름조금/안개
광주,200603,8,6.0,18.0,구름조금/안개
광주,200603,9,7.0,16.0,구름많음/안개
광주,200603,10,4.0,20.0,구름조금/안개
광주,200603,11,6.0,11.0,흐림/안개/이슬비/황사
광주,200603,12,-4.0,6.0,구름많음/눈
광주,200603,13,-6.0,5.0,구름조금/황사/눈
광주,200603,14,-1.0,8.0,맑음/눈
광주,200603,15,-2.0,14.0,구름조금
광주,200603,16,4.0,8.0,구름많음/비
광주,200603,17,1.0,19.0,구름조금/안개
광주,200603,18,4.0,13.0,구름많음/안개/비
광주,200603,19,1.0,10.0,맑음
광주,200603,20,-1.0,16.0,맑음
광주,200603,21,5.0,19.0,구름조금
광주,200603,22,7.0,21.0,구름많음
광주,200603,23,2.0,13.0,구름조금
광주,200603,24,-1.0,14.0,맑음
광주,200603,25,1.0,18.0,구름조금
광주,200603,26,6.0,19.0,구름조금/안개
광주,200603,27,5.0,18.0,구름조금
광주,200603,28,1.0,7.0,구름많음/진눈개비/황사
광주,200603,29,0.0,12.0,맑음
광주,200603,30,2.0,11.0,맑음
광주,200603,31,-1.0,20.0,맑음
광주,200604,1,10.0,15.0,흐림/비
광주,200604,2,5.0,12.0,구름많음/안개/비
광주,200604,3,3.0,20.0,구름조금/안개
광주,200604,4,10.0,13.0,흐림/비
광주,200604,5,7.0,19.0,구름조금/비
광주,200604,6,4.0,17.0,구름많음
광주,200604,7,7.0,18.0,구름조금/안개/비
광주,200604,8,7.0,20.0,맑음/황사
광주,200604,9,10.0,22.0,구름많음/황사/비
광주,200604,10,13.0,19.0,흐림/비
광주,200604,11,12.0,16.0,구름많음/비
광주,200604,12,9.0,22.0,구름많음
광주,200604,13,7.0,13.0,흐림
광주,200604,14,7.0,18.0,구름많음
광주,200604,15,7.0,16.0,구름많음
광주,200604,16,5.0,13.0,맑음
광주,200604,17,4.0,20.0,구름조금
광주,200604,18,10.0,24.0,구름조금
광주,200604,19,6.0,17.0,구름많음/황사/비
광주,200604,20,6.0,10.0,구름많음/비
광주,200604,21,6.0,18.0,구름조금
광주,200604,22,7.0,15.0,구름많음/비
광주,200604,23,6.0,18.0,구름조금/황사/비
광주,200604,24,5.0,18.0,맑음/황사
광주,200604,25,6.0,21.0,구름조금
광주,200604,26,11.0,15.0,흐림/비
광주,200604,27,8.0,19.0,구름조금
광주,200604,28,6.0,23.0,구름조금
광주,200604,29,9.0,18.0,구름많음/비
광주,200604,30,11.0,27.0,구름조금
광주,200605,1,14.0,29.0,구름조금
광주,200605,2,15.0,24.0,구름많음/안개
광주,200605,3,11.0,24.0,맑음
광주,200605,4,11.0,27.0,맑음
광주,200605,5,18.0,25.0,구름많음
광주,200605,6,14.0,20.0,흐림/이슬비
광주,200605,7,13.0,26.0,흐림/안개/비
광주,200605,8,17.0,25.0,구름많음
광주,200605,9,14.0,24.0,구름많음/비
광주,200605,10,14.0,21.0,구름많음/안개/비
광주,200605,11,13.0,23.0,흐림/안개
광주,200605,12,11.0,20.0,흐림/비
광주,200605,13,10.0,21.0,구름많음
광주,200605,14,11.0,22.0,구름조금/안개
광주,200605,15,12.0,25.0,구름많음/안개
광주,200605,16,13.0,25.0,구름많음
광주,200605,17,16.0,24.0,흐림/안개
광주,200605,18,15.0,21.0,흐림/안개/비
광주,200605,19,14.0,17.0,흐림/비
광주,200605,20,12.0,25.0,맑음/안개
광주,200605,21,16.0,30.0,맑음/안개
광주,200605,22,16.0,23.0,흐림/비
광주,200605,23,14.0,23.0,구름조금/안개/비
광주,200605,24,15.0,27.0,구름조금/안개
광주,200605,25,15.0,24.0,흐림
광주,200605,26,15.0,22.0,흐림/비
광주,200605,27,15.0,21.0,흐림/천둥번개/비
광주,200605,28,14.0,21.0,구름많음/비
광주,200605,29,13.0,25.0,구름조금/안개
광주,200605,30,14.0,28.0,맑음
광주,200605,31,15.0,30.0,맑음/안개
광주,200606,1,16.0,30.0,구름많음/안개
광주,200606,2,19.0,32.0,구름조금/안개
광주,200606,3,19.0,29.0,구름많음/안개
광주,200606,4,17.0,27.0,구름많음/안개
광주,200606,5,16.0,29.0,구름조금/안개
광주,200606,6,18.0,32.0,맑음/안개
광주,200606,7,18.0,29.0,구름많음/안개
광주,200606,8,18.0,22.0,흐림/비
광주,200606,9,17.0,28.0,구름조금
광주,200606,10,15.0,27.0,구름많음/천둥번개/비
광주,200606,11,17.0,25.0,구름조금/안개
광주,200606,12,15.0,30.0,맑음
광주,200606,13,18.0,29.0,구름많음
광주,200606,14,18.0,22.0,흐림/비
광주,200606,15,17.0,23.0,구름많음
광주,200606,16,16.0,30.0,구름조금
광주,200606,17,16.0,31.0,구름조금
광주,200606,18,18.0,29.0,구름조금/안개
광주,200606,19,18.0,31.0,구름조금/안개
광주,200606,20,19.0,31.0,구름조금
광주,200606,21,22.0,29.0,흐림
광주,200606,22,21.0,24.0,흐림/비
광주,200606,23,20.0,27.0,흐림/안개
광주,200606,24,19.0,28.0,흐림/안개
광주,200606,25,18.0,22.0,흐림/비
광주,200606,26,20.0,25.0,흐림/비
광주,200606,27,19.0,25.0,흐림/안개
광주,200606,28,22.0,33.0,구름많음/안개
광주,200606,29,22.0,28.0,구름많음/비
광주,200606,30,23.0,26.0,흐림/비
광주,200607,1,21.0,24.0,흐림/비
광주,200607,2,21.0,25.0,흐림/안개/비
광주,200607,3,21.0,27.0,흐림/안개
광주,200607,4,21.0,24.0,흐림/비
광주,200607,5,21.0,25.0,흐림/이슬비
광주,200607,6,19.0,23.0,흐림/비
광주,200607,7,20.0,28.0,흐림
광주,200607,8,21.0,27.0,흐림/비
광주,200607,9,22.0,30.0,흐림/비
광주,200607,10,22.0,27.0,흐림/비
광주,200607,11,21.0,26.0,흐림/비
광주,200607,12,24.0,32.0,흐림/소나기
광주,200607,13,,,
광주,200607,14,26.0,33.0,구름많음
광주,200607,15,26.0,31.0,구름많음/소나기
광주,200607,16,25.0,30.0,흐림/소나기
광주,200607,17,24.0,26.0,흐림/비
광주,200607,18,24.0,26.0,흐림/비
광주,200607,19,20.0,24.0,흐림/비
광주,200607,20,20.0,21.0,흐림/이슬비
광주,200607,21,20.0,27.0,흐림/비
광주,200607,22,21.0,29.0,구름많음/안개
광주,200607,23,19.0,24.0,흐림
광주,200607,24,21.0,24.0,흐림
광주,200607,25,21.0,30.0,흐림/비
광주,200607,26,22.0,27.0,흐림/소나기
광주,200607,27,22.0,31.0,구름많음/소나기
광주,200607,28,24.0,31.0,구름많음/소나기
광주,200607,29,25.0,32.0,구름많음
광주,200607,30,25.0,33.0,구름조금
광주,200607,31,25.0,32.0,구름조금
광주,200608,1,25.0,32.0,구름조금
광주,200608,2,26.0,33.0,구름조금
광주,200608,3,25.0,34.0,맑음
광주,200608,4,25.0,34.0,구름조금/소나기/안개/천둥번개
광주,200608,5,23.0,33.0,구름조금/천둥번개/비
광주,200608,6,23.0,33.0,구름조금/소나기/천둥번개
광주,200608,7,22.0,33.0,구름조금/소나기
광주,200608,8,24.0,34.0,구름조금/소나기/안개/천둥번개
광주,200608,9,24.0,34.0,구름조금/안개
광주,200608,10,24.0,34.0,구름조금
광주,200608,11,25.0,34.0,구름조금
광주,200608,12,25.0,32.0,구름많음
광주,200608,13,25.0,33.0,구름조금
광주,200608,14,26.0,34.0,구름조금/소나기
광주,200608,15,26.0,35.0,구름조금
광주,200608,16,25.0,35.0,구름조금
광주,200608,17,25.0,34.0,구름조금/소나기/안개
광주,200608,18,24.0,31.0,구름많음
광주,200608,19,21.0,25.0,흐림/비
광주,200608,20,22.0,29.0,흐림/비
광주,200608,21,25.0,32.0,구름많음/안개
광주,200608,22,25.0,29.0,흐림/비
광주,200608,23,24.0,32.0,구름많음/소나기
광주,200608,24,24.0,32.0,구름많음
광주,200608,25,23.0,31.0,구름많음/천둥번개/비
광주,200608,26,22.0,31.0,구름많음
광주,200608,27,21.0,26.0,흐림/소나기/천둥번개
광주,200608,28,24.0,31.0,구름조금/안개/비
광주,200608,29,22.0,31.0,구름많음/안개/비
광주,200608,30,21.0,25.0,흐림/비
광주,200608,31,22.0,30.0,구름많음
광주,200609,1,22.0,30.0,구름많음
광주,200609,2,22.0,29.0,구름많음
광주,200609,3,21.0,30.0,구름조금
광주,200609,4,21.0,30.0,구름조금
광주,200609,5,17.0,24.0,흐림/비
광주,200609,6,16.0,26.0,구름조금/비
광주,200609,7,16.0,28.0,맑음
광주,200609,8,17.0,28.0,구름많음/소나기
광주,200609,9,16.0,23.0,흐림
광주,200609,10,13.0,22.0,구름많음
광주,200609,11,14.0,19.0,흐림
광주,200609,12,15.0,23.0,구름많음
광주,200609,13,18.0,27.0,구름많음
광주,200609,14,18.0,27.0,구름많음
광주,200609,15,17.0,22.0,흐림/비
광주,200609,16,17.0,22.0,흐림/비
광주,200609,17,16.0,19.0,흐림/비
광주,200609,18,16.0,23.0,흐림/비
광주,200609,19,15.0,27.0,맑음
광주,200609,20,15.0,27.0,구름많음
광주,200609,21,17.0,28.0,구름조금
광주,200609,22,16.0,28.0,맑음
광주,200609,23,16.0,26.0,맑음
광주,200609,24,15.0,25.0,맑음
광주,200609,25,14.0,25.0,구름조금
광주,200609,26,14.0,25.0,구름조금
광주,200609,27,15.0,26.0,맑음
광주,200609,28,15.0,23.0,구름많음/안개
광주,200609,29,13.0,25.0,구름조금/안개
광주,200609,30,15.0,26.0,구름많음/안개
광주,200610,1,17.0,25.0,흐림/안개/비
광주,200610,2,15.0,26.0,구름조금/안개
광주,200610,3,13.0,27.0,맑음/안개
광주,200610,4,14.0,27.0,구름조금/안개
광주,200610,5,15.0,26.0,맑음
광주,200610,6,15.0,26.0,맑음
광주,200610,7,13.0,27.0,맑음
광주,200610,8,14.0,26.0,구름조금/안개
광주,200610,9,18.0,25.0,구름조금/안개
광주,200610,10,15.0,26.0,구름조금/안개
광주,200610,11,15.0,26.0,구름많음/안개
광주,200610,12,14.0,25.0,맑음/안개
광주,200610,13,12.0,25.0,구름조금
광주,200610,14,13.0,26.0,맑음
광주,200610,15,13.0,28.0,맑음/안개
광주,200610,16,14.0,27.0,맑음/안개
광주,200610,17,15.0,24.0,구름많음/안개
광주,200610,18,14.0,26.0,맑음/안개
광주,200610,19,14.0,26.0,구름많음/안개
광주,200610,20,17.0,27.0,구름조금/안개/비
광주,200610,21,14.0,26.0,구름조금/안개
광주,200610,22,16.0,20.0,흐림/비
광주,200610,23,12.0,19.0,구름조금/비
광주,200610,24,9.0,23.0,맑음
광주,200610,25,11.0,22.0,구름조금
광주,200610,26,13.0,18.0,흐림/소나기
광주,200610,27,11.0,21.0,구름조금
광주,200610,28,8.0,23.0,맑음
광주,200610,29,10.0,22.0,맑음/안개
광주,200610,30,9.0,22.0,맑음/안개
광주,200610,31,9.0,22.0,맑음
광주,200611,1,10.0,22.0,구름많음/안개
광주,200611,2,10.0,20.0,맑음/안개
광주,200611,3,9.0,22.0,구름조금/소나기
광주,200611,4,11.0,21.0,구름많음/안개/비
광주,200611,5,11.0,21.0,구름많음/안개
광주,200611,6,5.0,14.0,구름많음/소나기
광주,200611,7,3.0,12.0,구름조금/비
광주,200611,8,4.0,20.0,구름조금
광주,200611,9,15.0,23.0,구름많음/안개
광주,200611,10,10.0,20.0,구름많음/안개
광주,200611,11,6.0,15.0,구름조금
광주,200611,12,4.0,14.0,맑음
광주,200611,13,4.0,16.0,구름많음
광주,200611,14,7.0,13.0,구름조금
광주,200611,15,5.0,16.0,맑음/소나기
광주,200611,16,4.0,12.0,구름조금
광주,200611,17,4.0,16.0,구름조금
광주,200611,18,7.0,14.0,구름많음
광주,200611,19,8.0,18.0,흐림
광주,200611,20,7.0,16.0,맑음
광주,200611,21,3.0,16.0,구름조금/안개
광주,200611,22,7.0,14.0,흐림/안개
광주,200611,23,8.0,14.0,구름많음
광주,200611,24,5.0,15.0,구름조금
광주,200611,25,4.0,17.0,구름조금
광주,200611,26,10.0,17.0,흐림/비
광주,200611,27,8.0,12.0,흐림/비
광주,200611,28,7.0,11.0,구름많음/비
광주,200611,29,2.0,9.0,구름많음
광주,200611,30,0.0,11.0,구름조금
광주,200612,1,4.0,11.0,구름많음/안개/비
광주,200612,2,0.0,6.0,구름많음/눈
광주,200612,3,-2.0,4.0,구름조금/눈
광주,200612,4,-2.0,6.0,구름조금
광주,200612,5,-2.0,8.0,구름많음
광주,200612,6,-1.0,11.0,구름조금/안개
광주,200612,7,7.0,9.0,흐림/비
광주,200612,8,6.0,9.0,흐림/안개/비
광주,200612,9,3.0,7.0,흐림/비
광주,200612,10,-1.0,5.0,구름조금
광주,200612,11,-3.0,8.0,구름많음
광주,200612,12,0.0,12.0,구름조금
광주,200612,13,5.0,10.0,흐림/안개/비
광주,200612,14,2.0,8.0,구름많음/안개
광주,200612,15,1.0,10.0,구름많음/안개
광주,200612,16,0.0,7.0,구름많음/눈
광주,200612,17,-2.0,2.0,구름많음/눈
광주,200612,18,-1.0,4.0,구름많음
광주,200612,19,-2.0,7.0,구름조금
광주,200612,20,-3.0,11.0,구름조금
광주,200612,21,0.0,11.0,맑음
광주,200612,22,-1.0,10.0,맑음/안개
광주,200612,23,0.0,10.0,맑음/안개
