region,ym,d,minTemp,maxTemp,weather
세종,200709,1,19.0,23.0,흐림/비
세종,200709,2,18.0,21.0,흐림/안개/비
세종,200709,3,19.0,25.0,흐림/비
세종,200709,4,20.0,24.0,흐림/비
세종,200709,5,18.0,21.0,흐림/비
세종,200709,6,17.0,19.0,흐림/비
세종,200709,7,17.0,26.0,흐림
세종,200709,8,19.0,27.0,구름많음
세종,200709,9,18.0,28.0,구름조금
세종,200709,10,16.0,29.0,맑음/안개
세종,200709,11,20.0,29.0,구름조금/안개
세종,200709,12,19.0,29.0,구름많음/안개
세종,200709,13,19.0,29.0,구름많음/안개
세종,200709,14,19.0,26.0,흐림/비
세종,200709,15,19.0,26.0,흐림/안개/비
세종,200709,16,19.0,22.0,흐림/비
세종,200709,17,19.0,28.0,구름많음/비
세종,200709,18,20.0,26.0,흐림/비
세종,200709,19,23.0,31.0,구름많음/소나기
세종,200709,20,24.0,33.0,구름조금/비
세종,200709,21,22.0,29.0,흐림/비
세종,200709,22,18.0,23.0,흐림/비
세종,200709,23,18.0,24.0,흐림/비
세종,200709,24,17.0,24.0,구름많음/비
세종,200709,25,19.0,28.0,구름조금
세종,200709,26,18.0,27.0,구름많음
세종,200709,27,21.0,27.0,흐림/비
세종,200709,28,15.0,22.0,흐림/비
세종,200709,29,13.0,24.0,흐림/비
세종,200709,30,16.0,20.0,흐림/안개/비
세종,200710,1,17.0,23.0,구름많음
세종,200710,2,17.0,25.0,구름많음/안개
세종,200710,3,19.0,23.0,흐림/안개
세종,200710,4,19.0,25.0,구름많음/안개/비
세종,200710,5,16.0,25.0,맑음
세종,200710,6,16.0,26.0,맑음
세종,200710,7,15.0,27.0,구름조금
세종,200710,8,12.0,21.0,구름조금
세종,200710,9,9.0,22.0,맑음
세종,200710,10,12.0,25.0,구름많음
세종,200710,11,15.0,20.0,흐림
세종,200710,12,13.0,23.0,흐림
세종,200710,13,12.0,19.0,구름많음
세종,200710,14,11.0,21.0,구름조금
세종,200710,15,9.0,22.0,구름조금
세종,200710,16,11.0,20.0,구름조금
세종,200710,17,8.0,20.0,맑음/안개
세종,200710,18,9.0,20.0,구름조금
세종,200710,19,8.0,16.0,구름많음/비
세종,200710,20,5.0,12.0,구름조금/비
세종,200710,21,2.0,18.0,구름조금
세종,200710,22,7.0,21.0,구름조금/안개
세종,200710,23,9.0,21.0,맑음/안개
세종,200710,24,9.0,23.0,구름조금/안개
세종,200710,25,11.0,16.0,흐림/안개/비
세종,200710,26,13.0,21.0,구름조금/안개/비
세종,200710,27,10.0,21.0,맑음
세종,200710,28,7.0,19.0,구름많음/비
세종,200710,29,10.0,15.0,흐림
세종,200710,30,7.0,16.0,구름조금/안개
세종,200710,31,5.0,17.0,구름많음/안개
세종,200711,1,7.0,14.0,구름조금
세종,200711,2,7.0,15.0,구름많음
세종,200711,3,3.0,17.0,맑음/안개
세종,200711,4,2.0,17.0,맑음
세종,200711,5,4.0,15.0,구름많음/안개
세종,200711,6,6.0,18.0,구름조금/안개
세종,200711,7,3.0,20.0,맑음
세종,200711,8,5.0,20.0,맑음/안개
세종,200711,9,5.0,20.0,맑음/안개
세종,200711,10,8.0,14.0,흐림/안개
세종,200711,11,6.0,12.0,구름많음
세종,200711,12,2.0,14.0,맑음/안개
세종,200711,13,2.0,14.0,구름조금/안개
세종,200711,14,3.0,16.0,구름조금/안개
세종,200711,15,5.0,14.0,구름조금/안개
세종,200711,16,2.0,11.0,맑음
세종,200711,17,0.0,12.0,구름많음
세종,200711,18,-3.0,6.0,맑음
세종,200711,19,-7.0,6.0,구름조금/비
세종,200711,20,0.0,6.0,맑음/비
세종,200711,21,0.0,9.0,구름조금/눈
세종,200711,22,-3.0,8.0,구름조금
세종,200711,23,4.0,15.0,구름많음/안개/비
세종,200711,24,4.0,13.0,구름조금/안개/비
세종,200711,25,0.0,9.0,구름조금/안개
세종,200711,26,0.0,8.0,구름많음/안개/비
세종,200711,27,-1.0,8.0,맑음
세종,200711,28,-4.0,11.0,맑음
세종,200711,29,1.0,14.0,맑음/안개
세종,200711,30,1.0,8.0,맑음
세종,200712,1,-3.0,10.0,구름조금
세종,200712,2,1.0,6.0,구름많음/비
세종,200712,3,-1.0,7.0,구름조금/우박/비
세종,200712,4,-3.0,3.0,맑음
세종,200712,5,-5.0,4.0,맑음
세종,200712,6,-5.0,3.0,흐림/안개/진눈개비
세종,200712,7,1.0,7.0,구름많음/비
세종,200712,8,-2.0,6.0,구름조금/안개
세종,200712,9,-4.0,8.0,맑음
세종,200712,10,-2.0,7.0,구름많음/비
세종,200712,11,3.0,6.0,흐림/안개/이슬비
세종,200712,12,2.0,7.0,구름많음/안개
세종,200712,13,1.0,6.0,구름많음/안개
세종,200712,14,-1.0,6.0,구름조금
세종,200712,15,0.0,6.0,구름조금/비
세종,200712,16,-3.0,6.0,구름조금
세종,200712,17,-2.0,8.0,구름많음/안개/비
세종,200712,18,-4.0,3.0,구름조금/안개
세종,200712,19,-4.0,6.0,구름조금/안개
세종,200712,20,-2.0,11.0,구름조금/안개
세종,200712,21,-1.0,6.0,구름많음/안개
세종,200712,22,1.0,10.0,구름많음
세종,200712,23,-2.0,10.0,구름조금/안개
세종,200712,24,-3.0,7.0,구름조금/안개
세종,200712,25,0.0,11.0,구름많음/안개
세종,200712,26,1.0,15.0,맑음/안개
세종,200712,27,0.0,10.0,구름많음/비
세종,200712,28,4.0,8.0,흐림/안개/비
세종,200712,29,-2.0,5.0,구름많음/황사/눈
세종,200712,30,-6.0,-2.0,구름많음/눈
세종,200712,31,-6.0,-1.0,구름많음/눈
세종,200801,1,-8.0,-3.0,구름많음/눈
세종,200801,2,-7.0,2.0,구름조금
세종,200801,3,-4.0,7.0,구름조금
세종,200801,4,-4.0,6.0,구름조금
세종,200801,5,-4.0,7.0,맑음
세종,200801,6,-3.0,9.0,구름많음/안개
세종,200801,7,-2.0,6.0,구름많음/안개
세종,200801,8,-1.0,5.0,흐림/안개
세종,200801,9,-3.0,8.0,맑음/안개
세종,200801,10,-2.0,7.0,구름많음/안개
세종,200801,11,0.0,3.0,흐림/비
세종,200801,12,-1.0,5.0,흐림/비
세종,200801,13,-6.0,-1.0,구름많음
세종,200801,14,-4.0,4.0,구름조금
세종,200801,15,-6.0,2.0,구름조금
세종,200801,16,-8.0,-1.0,맑음
세종,200801,17,-11.0,-2.0,구름많음
세종,200801,18,-9.0,1.0,구름조금
세종,200801,19,-7.0,3.0,흐림
세종,200801,20,-1.0,3.0,흐림/안개/진눈개비
세종,200801,21,1.0,3.0,흐림/진눈개비
세종,200801,22,0.0,2.0,흐림/진눈개비
세종,200801,23,-6.0,2.0,구름많음/비
세종,200801,24,-8.0,-2.0,맑음
세종,200801,25,-9.0,0.0,구름조금
세종,200801,26,-7.0,4.0,구름조금
세종,200801,27,-8.0,5.0,맑음
세종,200801,28,-4.0,2.0,흐림
세종,200801,29,-2.0,5.0,구름많음
세종,200801,30,-4.0,1.0,구름많음/눈
세종,200801,31,-6.0,1.0,맑음
세종,200802,1,-9.0,3.0,맑음
세종,200802,2,-5.0,4.0,구름조금
세종,200802,3,-5.0,5.0,구름조금
세종,200802,4,-5.0,5.0,구름조금/안개
세종,200802,5,-8.0,1.0,구름조금
세종,200802,6,-5.0,3.0,맑음
세종,200802,7,-9.0,3.0,맑음
세종,200802,8,-10.0,2.0,구름많음
세종,200802,9,-5.0,2.0,구름많음/눈
세종,200802,10,-9.0,5.0,구름조금/안개
세종,200802,11,-4.0,6.0,구름조금
세종,200802,12,-8.0,-2.0,맑음/황사
세종,200802,13,-10.0,0.0,맑음
세종,200802,14,-9.0,5.0,맑음
세종,200802,15,-5.0,2.0,맑음
세종,200802,16,-8.0,2.0,맑음
세종,200802,17,-9.0,4.0,맑음
세종,200802,18,-9.0,5.0,맑음
세종,200802,19,-7.0,6.0,맑음
세종,200802,20,-2.0,9.0,맑음/안개
세종,200802,21,-6.0,11.0,맑음/안개
세종,200802,22,-3.0,13.0,구름조금/안개/비
세종,200802,23,-4.0,4.0,맑음
세종,200802,24,-8.0,6.0,맑음
세종,200802,25,-5.0,5.0,구름많음/진눈개비
세종,200802,26,-2.0,2.0,구름많음/눈
세종,200802,27,-5.0,8.0,맑음
세종,200802,28,-3.0,10.0,맑음
세종,200802,29,0.0,13.0,구름조금
세종,200803,1,0.0,10.0,맑음
세종,200803,2,-1.0,10.0,흐림/황사
세종,200803,3,0.0,9.0,구름많음/안개
세종,200803,4,-2.0,8.0,구름조금
세종,200803,5,-3.0,11.0,맑음/안개
세종,200803,6,-2.0,11.0,구름많음
세종,200803,7,0.0,10.0,맑음
세종,200803,8,-3.0,13.0,구름조금
세종,200803,9,0.0,14.0,구름조금
세종,200803,10,1.0,14.0,맑음
세종,200803,11,6.0,17.0,구름조금/안개
세종,200803,12,3.0,20.0,맑음/안개
세종,200803,13,7.0,14.0,흐림/안개/비
세종,200803,14,5.0,15.0,구름조금/비
세종,200803,15,2.0,17.0,구름조금
세종,200803,16,5.0,14.0,구름조금/황사
세종,200803,17,-1.0,18.0,맑음
세종,200803,18,3.0,20.0,구름많음
세종,200803,19,6.0,19.0,구름조금
세종,200803,20,3.0,18.0,맑음
세종,200803,21,3.0,21.0,구름조금
세종,200803,22,8.0,17.0,흐림/비
세종,200803,23,6.0,12.0,흐림/비
세종,200803,24,5.0,16.0,구름조금/안개/비
세종,200803,25,2.0,11.0,구름많음
세종,200803,26,2.0,13.0,구름조금
세종,200803,27,4.0,13.0,구름많음
세종,200803,28,2.0,13.0,구름조금
세종,200803,29,6.0,10.0,흐림/비
세종,200803,30,5.0,10.0,흐림/안개/비
세종,200803,31,5.0,12.0,구름많음/안개
세종,200804,1,3.0,16.0,구름조금
세종,200804,2,6.0,14.0,구름많음
세종,200804,3,4.0,18.0,구름조금
세종,200804,4,4.0,20.0,구름조금/안개
세종,200804,5,7.0,21.0,구름조금/안개
세종,200804,6,6.0,25.0,구름조금/비
세종,200804,7,9.0,19.0,구름많음/비
세종,200804,8,6.0,24.0,구름조금
세종,200804,9,10.0,16.0,흐림/비
세종,200804,10,9.0,20.0,구름많음/비
세종,200804,11,7.0,24.0,구름조금
세종,200804,12,8.0,18.0,구름많음/안개
세종,200804,13,10.0,17.0,구름많음
세종,200804,14,5.0,22.0,구름조금/안개
세종,200804,15,7.0,25.0,구름조금
세종,200804,16,10.0,26.0,구름많음/안개
세종,200804,17,13.0,22.0,구름조금
세종,200804,18,10.0,26.0,맑음
세종,200804,19,10.0,28.0,맑음
세종,200804,20,10.0,25.0,구름많음
세종,200804,21,15.0,23.0,흐림
세종,200804,22,13.0,26.0,흐림/비
세종,200804,23,8.0,16.0,구름많음/비
세종,200804,24,6.0,16.0,맑음/안개
세종,200804,25,6.0,23.0,구름많음/비
세종,200804,26,8.0,14.0,구름많음/비
세종,200804,27,6.0,15.0,구름조금/안개
세종,200804,28,4.0,24.0,맑음/안개
세종,200804,29,9.0,25.0,맑음/안개
세종,200804,30,14.0,26.0,구름조금/안개
세종,200805,1,14.0,28.0,구름조금
세종,200805,2,14.0,29.0,맑음/안개
세종,200805,3,15.0,31.0,맑음
세종,200805,4,16.0,23.0,흐림/비
세종,200805,5,12.0,23.0,맑음/비
세종,200805,6,9.0,27.0,맑음
세종,200805,7,11.0,27.0,구름많음
세종,200805,8,14.0,24.0,구름많음/안개/비
세종,200805,9,14.0,25.0,구름많음
세종,200805,10,10.0,23.0,맑음
세종,200805,11,8.0,24.0,맑음
세종,200805,12,11.0,22.0,구름많음
세종,200805,13,10.0,18.0,흐림/천둥번개/비
세종,200805,14,9.0,20.0,구름조금
세종,200805,15,8.0,23.0,맑음
세종,200805,16,11.0,24.0,맑음
세종,200805,17,10.0,26.0,구름조금/안개
세종,200805,18,14.0,23.0,흐림/안개/천둥번개/비
세종,200805,19,11.0,22.0,구름많음/비
세종,200805,20,9.0,23.0,맑음
세종,200805,21,12.0,27.0,구름많음
세종,200805,22,17.0,28.0,구름조금
세종,200805,23,18.0,26.0,흐림/안개
세종,200805,24,19.0,28.0,구름많음
세종,200805,25,18.0,29.0,맑음/안개
세종,200805,26,16.0,27.0,구름조금/안개
세종,200805,27,15.0,32.0,구름많음
세종,200805,28,19.0,23.0,흐림/비
세종,200805,29,19.0,28.0,구름많음
세종,200805,30,15.0,23.0,구름많음/황사/비
세종,200805,31,11.0,26.0,맑음
세종,200806,1,13.0,28.0,구름조금
세종,200806,2,16.0,27.0,구름많음/소나기
세종,200806,3,16.0,27.0,구름많음/비
세종,200806,4,17.0,20.0,흐림
세종,200806,5,15.0,18.0,흐림/비
세종,200806,6,16.0,24.0,구름많음
세종,200806,7,16.0,26.0,구름많음/안개
세종,200806,8,16.0,28.0,구름많음/천둥번개/비
세종,200806,9,17.0,28.0,구름조금/안개
세종,200806,10,21.0,30.0,구름많음/안개
세종,200806,11,19.0,29.0,구름많음
세종,200806,12,15.0,31.0,맑음
세종,200806,13,18.0,31.0,맑음/안개
세종,200806,14,19.0,27.0,구름많음
세종,200806,15,18.0,28.0,구름조금
세종,200806,16,15.0,29.0,구름많음
세종,200806,17,19.0,27.0,흐림/비
세종,200806,18,19.0,25.0,흐림/비
세종,200806,19,19.0,28.0,구름많음
세종,200806,20,20.0,30.0,흐림/안개
세종,200806,21,21.0,25.0,흐림/비
세종,200806,22,21.0,26.0,구름많음
세종,200806,23,17.0,28.0,구름많음
세종,200806,24,20.0,26.0,구름많음
세종,200806,25,19.0,29.0,구름많음
세종,200806,26,20.0,30.0,구름조금
세종,200806,27,19.0,30.0,구름많음
세종,200806,28,19.0,23.0,흐림/비
세종,200806,29,19.0,24.0,흐림/비
세종,200806,30,19.0,28.0,구름많음/이슬비
세종,200807,1,20.0,28.0,흐림
세종,200807,2,22.0,27.0,흐림
세종,200807,3,22.0,28.0,흐림/안개/비
세종,200807,4,22.0,32.0,구름많음/안개
세종,200807,5,24.0,31.0,구름많음
세종,200807,6,25.0,35.0,구름조금
세종,200807,7,26.0,33.0,구름많음/안개
세종,200807,8,25.0,34.0,구름조금
세종,200807,9,24.0,35.0,구름조금
세종,200807,10,23.0,34.0,구름조금
세종,200807,11,25.0,31.0,흐림
세종,200807,12,24.0,32.0,흐림/비
세종,200807,13,24.0,32.0,흐림/소나기/안개
세종,200807,14,24.0,35.0,구름많음/소나기/안개/천둥번개
세종,200807,15,25.0,33.0,구름많음/소나기
세종,200807,16,24.0,31.0,흐림/비
세종,200807,17,23.0,32.0,구름많음/안개/비
세종,200807,18,22.0,34.0,구름많음/안개
세종,200807,19,22.0,27.0,흐림/비
세종,200807,20,25.0,33.0,흐림/비
세종,200807,21,24.0,29.0,흐림/비
세종,200807,22,24.0,31.0,흐림/비
세종,200807,23,23.0,29.0,흐림/안개/비
세종,200807,24,23.0,32.0,흐림/비
세종,200807,25,23.0,30.0,흐림/안개/비
세종,200807,26,23.0,28.0,흐림/안개/비
세종,200807,27,24.0,32.0,구름많음/안개/비
세종,200807,28,24.0,34.0,구름많음/소나기
세종,200807,29,25.0,34.0,구름많음/소나기/천둥번개
세종,200807,30,25.0,32.0,구름많음/소나기
세종,200807,31,24.0,31.0,구름많음
세종,200808,1,25.0,34.0,구름많음
세종,200808,2,25.0,32.0,흐림/비
세종,200808,3,24.0,32.0,구름많음/비
세종,200808,4,22.0,32.0,구름조금/안개
세종,200808,5,21.0,33.0,맑음
세종,200808,6,22.0,33.0,구름조금/안개
세종,200808,7,23.0,34.0,맑음
세종,200808,8,23.0,35.0,구름조금
세종,200808,9,24.0,34.0,구름많음/소나기/천둥번개
세종,200808,10,24.0,35.0,구름조금
세종,200808,11,25.0,35.0,구름많음
세종,200808,12,26.0,30.0,흐림/비
세종,200808,13,25.0,32.0,흐림/안개/천둥번개/비
세종,200808,14,24.0,33.0,구름많음
세종,200808,15,23.0,31.0,흐림/안개/비
세종,200808,16,20.0,24.0,흐림/비
세종,200808,17,21.0,27.0,흐림
세종,200808,18,22.0,28.0,흐림/비
세종,200808,19,22.0,29.0,구름많음/비
세종,200808,20,21.0,30.0,구름많음/비
세종,200808,21,19.0,29.0,구름많음
세종,200808,22,17.0,23.0,흐림/비
세종,200808,23,21.0,23.0,흐림/비
세종,200808,24,19.0,29.0,구름많음
세종,200808,25,21.0,29.0,구름많음
세종,200808,26,20.0,29.0,구름조금
세종,200808,27,18.0,29.0,맑음
세종,200808,28,19.0,29.0,구름조금
세종,200808,29,20.0,31.0,맑음/안개
세종,200808,30,20.0,30.0,구름조금
세종,200808,31,19.0,29.0,구름많음
세종,200809,1,21.0,26.0,흐림/비
세종,200809,2,19.0,27.0,구름많음/비
세종,200809,3,18.0,30.0,구름조금
세종,200809,4,20.0,30.0,구름많음
세종,200809,5,20.0,29.0,흐림
세종,200809,6,20.0,29.0,구름많음/비
세종,200809,7,18.0,31.0,구름조금
세종,200809,8,21.0,31.0,구름많음/안개
세종,200809,9,19.0,31.0,맑음
세종,200809,10,18.0,30.0,맑음
세종,200809,11,20.0,30.0,구름많음/안개
세종,200809,12,18.0,30.0,구름조금/안개
세종,200809,13,19.0,31.0,맑음
세종,200809,14,17.0,31.0,구름조금
세종,200809,15,21.0,30.0,구름많음
세종,200809,16,19.0,31.0,구름조금/안개
세종,200809,17,19.0,32.0,구름조금
세종,200809,18,19.0,32.0,맑음
세종,200809,19,19.0,32.0,구름조금
세종,200809,20,21.0,27.0,흐림/비
세종,200809,21,20.0,29.0,구름많음/안개/비
세종,200809,22,19.0,28.0,흐림
세종,200809,23,21.0,28.0,흐림/안개/비
세종,200809,24,21.0,26.0,흐림
세종,200809,25,15.0,22.0,흐림/비
세종,200809,26,12.0,19.0,구름조금/비
세종,200809,27,9.0,20.0,구름조금
세종,200809,28,11.0,22.0,구름많음
세종,200809,29,14.0,23.0,구름많음/비
세종,200809,30,13.0,23.0,구름많음
세종,200810,1,11.0,26.0,맑음
세종,200810,2,14.0,27.0,맑음
세종,200810,3,14.0,25.0,구름조금/안개
세종,200810,4,14.0,25.0,구름조금/안개
세종,200810,5,16.0,25.0,흐림/안개/비
세종,200810,6,15.0,24.0,구름많음
세종,200810,7,13.0,23.0,구름조금
세종,200810,8,11.0,24.0,구름조금
세종,200810,9,15.0,26.0,구름조금/안개
세종,200810,10,14.0,21.0,흐림/안개/비
세종,200810,11,9.0,20.0,맑음
세종,200810,12,8.0,21.0,맑음
세종,200810,13,7.0,21.0,구름조금
세종,200810,14,8.0,23.0,맑음/안개
세종,200810,15,9.0,23.0,맑음/안개
세종,200810,16,12.0,22.0,흐림/안개
세종,200810,17,11.0,26.0,맑음/안개
세종,200810,18,11.0,29.0,맑음/안개
세종,200810,19,11.0,23.0,구름많음/안개
세종,200810,20,11.0,27.0,맑음/안개
세종,200810,21,12.0,25.0,구름많음/안개
세종,200810,22,16.0,19.0,흐림/비
세종,200810,23,15.0,22.0,흐림/비
세종,200810,24,9.0,17.0,구름조금
세종,200810,25,6.0,19.0,구름많음/비
세종,200810,26,11.0,18.0,구름조금/비
세종,200810,27,9.0,16.0,구름많음
세종,200810,28,9.0,17.0,구름많음
세종,200810,29,7.0,17.0,구름많음
세종,200810,30,6.0,16.0,구름조금
세종,200810,31,6.0,13.0,구름많음/안개/비
세종,200811,1,5.0,16.0,구름많음/안개
세종,200811,2,8.0,19.0,구름많음
세종,200811,3,7.0,19.0,구름조금/안개
세종,200811,4,1.0,15.0,맑음
세종,200811,5,1.0,19.0,구름조금
세종,200811,6,6.0,21.0,흐림
세종,200811,7,10.0,16.0,흐림/안개
세종,200811,8,7.0,16.0,흐림
세종,200811,9,8.0,16.0,흐림
세종,200811,10,5.0,16.0,구름조금
세종,200811,11,4.0,16.0,맑음
세종,200811,12,2.0,16.0,맑음
세종,200811,13,2.0,18.0,구름조금
세종,200811,14,4.0,16.0,구름많음/안개
세종,200811,15,6.0,16.0,흐림/안개/비
세종,200811,16,4.0,13.0,구름조금/안개
세종,200811,17,-1.0,10.0,구름많음
세종,200811,18,-5.0,3.0,구름조금
세종,200811,19,-6.0,1.0,맑음
세종,200811,20,-7.0,6.0,구름조금/비
세종,200811,21,0.0,8.0,구름조금/비
세종,200811,22,-4.0,10.0,구름많음
세종,200811,23,0.0,13.0,구름많음
세종,200811,24,4.0,11.0,흐림/안개
세종,200811,25,2.0,11.0,구름많음/안개/비
세종,200811,26,0.0,10.0,구름많음/안개
세종,200811,27,2.0,6.0,구름많음/안개/비
세종,200811,28,3.0,9.0,구름많음/안개
세종,200811,29,1.0,7.0,구름많음/비
세종,200811,30,-3.0,8.0,맑음
세종,200812,1,-2.0,13.0,구름조금
세종,200812,2,4.0,13.0,구름조금/안개
세종,200812,3,-2.0,13.0,구름조금/안개
세종,200812,4,2.0,9.0,흐림/비
세종,200812,5,-10.0,2.0,구름많음
세종,200812,6,-12.0,-3.0,맑음
세종,200812,7,-9.0,4.0,구름많음/비
세종,200812,8,0.0,11.0,구름많음/비
세종,200812,9,2.0,14.0,맑음/안개/황사
세종,200812,10,2.0,15.0,구름조금
세종,200812,11,-1.0,9.0,구름조금/비
세종,200812,12,-4.0,9.0,구름조금
세종,200812,13,-2.0,6.0,구름많음
세종,200812,14,-5.0,4.0,맑음
세종,200812,15,-3.0,8.0,구름조금
세종,200812,16,-5.0,8.0,구름조금/안개
세종,200812,17,0.0,11.0,구름많음/안개/천둥번개/비
세종,200812,18,-3.0,5.0,맑음
세종,200812,19,-7.0,7.0,맑음
세종,200812,20,-1.0,5.0,흐림/비
세종,200812,21,-1.0,2.0,흐림
세종,200812,22,-6.0,-1.0,구름조금
세종,200812,23,-4.0,4.0,구름많음/눈
세종,200812,24,-3.0,7.0,구름많음/안개
세종,200812,25,-5.0,4.0,구름조금
세종,200812,26,-8.0,-1.0,맑음
세종,200812,27,-10.0,2.0,맑음
세종,200812,28,-7.0,6.0,구름많음
세종,200812,29,-1.0,4.0,흐림/안개/진눈개비
세종,200812,30,-5.0,1.0,구름많음/눈
세종,200812,31,-8.0,-1.0,구름조금/눈
세종,200901,1,-10.0,-2.0,맑음/눈
세종,200901,2,-11.0,3.0,맑음
세종,200901,3,-9.0,5.0,맑음
세종,200901,4,-6.0,6.0,구름조금
세종,200901,5,-6.0,2.0,구름조금
세종,200901,6,-8.0,2.0,구름조금/안개
세종,200901,7,-8.0,4.0,맑음/안개
세종,200901,8,-8.0,4.0,구름조금/안개
세종,200901,9,-8.0,1.0,구름조금
세종,200901,10,-8.0,-3.0,구름조금
세종,200901,11,-10.0,-1.0,구름조금
세종,200901,12,-11.0,-3.0,구름많음/눈
세종,200901,13,-11.0,-1.0,맑음
세종,200901,14,-9.0,-3.0,구름조금/눈
세종,200901,15,-14.0,-1.0,맑음
세종,200901,16,-9.0,1.0,구름많음/안개
세종,200901,17,-2.0,7.0,구름조금/안개
세종,200901,18,-2.0,7.0,구름많음/안개/비
세종,200901,19,-2.0,6.0,구름조금/안개
세종,200901,20,-3.0,7.0,구름많음
세종,200901,21,-2.0,8.0,구름많음
세종,200901,22,-4.0,9.0,구름조금
세종,200901,23,-10.0,0.0,구름많음/눈
세종,200901,24,-12.0,-3.0,구름많음/소나기/눈
세종,200901,25,-10.0,1.0,구름많음/눈
세종,200901,26,-9.0,2.0,구름조금/안개
세종,200901,27,-11.0,3.0,맑음
세종,200901,28,-10.0,7.0,맑음
세종,200901,29,-5.0,6.0,흐림
세종,200901,30,0.0,10.0,흐림
세종,200901,31,1.0,11.0,구름조금
세종,200902,1,-2.0,11.0,구름조금
세종,200902,2,-1.0,10.0,구름많음
세종,200902,3,2.0,11.0,구름많음/안개
세종,200902,4,1.0,10.0,구름조금/안개
세종,200902,5,-1.0,7.0,흐림/안개
세종,200902,6,-2.0,9.0,구름조금/안개
세종,200902,7,-2.0,7.0,구름많음/안개
세종,200902,8,-2.0,9.0,구름조금/안개
세종,200902,9,1.0,8.0,구름많음/안개
세종,200902,10,1.0,6.0,흐림
세종,200902,11,1.0,12.0,구름조금/안개
세종,200902,12,-3.0,14.0,구름많음/안개
세종,200902,13,5.0,18.0,흐림/비
세종,200902,14,2.0,10.0,구름많음
세종,200902,15,-5.0,2.0,구름많음/안개
세종,200902,16,-7.0,-1.0,맑음
세종,200902,17,-9.0,1.0,맑음
세종,200902,18,-7.0,3.0,구름조금
세종,200902,19,-4.0,3.0,흐림/눈
세종,200902,20,-6.0,2.0,구름많음/안개/황사/눈
세종,200902,21,-8.0,4.0,맑음
세종,200902,22,-4.0,5.0,흐림
세종,200902,23,-1.0,13.0,구름많음
세종,200902,24,4.0,12.0,흐림
세종,200902,25,-1.0,8.0,구름많음/비
세종,200902,26,-2.0,8.0,구름많음
세종,200902,27,1.0,10.0,구름많음
세종,200902,28,-3.0,11.0,구름많음
세종,200903,1,-3.0,11.0,맑음
세종,200903,2,-5.0,9.0,구름많음
세종,200903,3,0.0,5.0,흐림/안개/진눈개비
세종,200903,4,0.0,9.0,구름조금/안개
세종,200903,5,0.0,11.0,흐림/안개/비
세종,200903,6,-2.0,7.0,구름조금
세종,200903,7,-5.0,9.0,구름조금
세종,200903,8,-1.0,13.0,구름많음
세종,200903,9,0.0,14.0,구름많음
세종,200903,10,0.0,9.0,구름많음
세종,200903,11,-1.0,11.0,구름많음
세종,200903,12,-1.0,15.0,흐림/비
세종,200903,13,-2.0,8.0,흐림/비
세종,200903,14,-3.0,5.0,맑음
세종,200903,15,-4.0,11.0,구름조금
세종,200903,16,7.0,17.0,구름조금/황사
세종,200903,17,4.0,22.0,맑음/황사
세종,200903,18,15.0,23.0,구름많음
세종,200903,19,10.0,23.0,흐림
세종,200903,20,8.0,20.0,맑음
세종,200903,21,6.0,22.0,구름많음/비
세종,200903,22,4.0,14.0,구름많음/이슬비
세종,200903,23,2.0,10.0,구름조금
세종,200903,24,-1.0,9.0,구름많음
세종,200903,25,-2.0,8.0,구름조금/눈
세종,200903,26,1.0,10.0,구름많음/비
세종,200903,27,-1.0,9.0,맑음
세종,200903,28,-1.0,12.0,구름조금
세종,200903,29,-2.0,13.0,구름조금
세종,200903,30,3.0,14.0,흐림/비
세종,200903,31,2.0,12.0,구름많음/안개/비
세종,200904,1,1.0,9.0,구름조금/소나기/안개
세종,200904,2,0.0,14.0,구름조금
세종,200904,3,3.0,15.0,흐림
세종,200904,4,5.0,13.0,구름많음
세종,200904,5,3.0,17.0,맑음/안개
세종,200904,6,3.0,18.0,맑음/안개
세종,200904,7,6.0,23.0,맑음/안개
세종,200904,8,8.0,25.0,맑음/안개
세종,200904,9,7.0,26.0,맑음/안개
세종,200904,10,9.0,26.0,맑음/안개
세종,200904,11,8.0,27.0,구름조금/안개
세종,200904,12,11.0,23.0,구름많음/안개
세종,200904,13,10.0,22.0,구름많음/안개
세종,200904,14,12.0,18.0,구름많음
세종,200904,15,8.0,14.0,흐림/안개/이슬비
세종,200904,16,8.0,17.0,구름많음
세종,200904,17,4.0,20.0,맑음
세종,200904,18,5.0,24.0,맑음
세종,200904,19,8.0,28.0,구름많음
세종,200904,20,11.0,17.0,흐림/비
세종,200904,21,9.0,13.0,흐림/비
세종,200904,22,7.0,16.0,맑음
세종,200904,23,5.0,19.0,구름많음
세종,200904,24,11.0,15.0,흐림/비
세종,200904,25,7.0,11.0,흐림/비
세종,200904,26,6.0,14.0,흐림/비
세종,200904,27,7.0,18.0,구름많음
세종,200904,28,5.0,22.0,맑음
세종,200904,29,6.0,23.0,맑음
세종,200904,30,7.0,24.0,구름조금
세종,200905,1,9.0,25.0,구름조금
세종,200905,2,12.0,21.0,흐림/비
세종,200905,3,14.0,24.0,구름조금/비
세종,200905,4,12.0,25.0,맑음/안개
세종,200905,5,9.0,27.0,구름조금/안개/천둥번개/비
세종,200905,6,13.0,29.0,맑음/안개
세종,200905,7,12.0,28.0,맑음
세종,200905,8,13.0,28.0,맑음
